Ticker,MarketCap,BookValue,InvestmentGrowth,OperatingProfitability(%)
SYY,43166019394.369995,4.767,0.07452743107115624,64778686805.118515
TMUS,237407345744.94,53.484,0.05384670848655274,34696357789.24538
TROW,20799793297.379997,49.688,0.06456353919239904,4985912091.450652
TTWO,36983242072.32,18.885,-0.24852458479647047,-3915276674.609478
TPR,31805104791.07,2.719,-0.5087822757029926,46700993012.13682
TRGP,49661258781.4,14.292,0.0997639296045821,18859501819.199554
TGT,52837980916.42,34.234,0.04359057735385505,16258690191.038149
TEL,68877826901.29,44.217,0.09744464863918789,7653165072.2572775
TDY,31397064026.64,227.645,-0.02253594807232979,
TER,50874207229.55,17.911,0.06363670778909403,3083244933.2812233
TSLA,1545326539650.88,21.897,0.12890964200868354,22144586016.349274
TXN,199416131571.02,17.942,-0.026021571995832042,34221380002.229404
TPL,34460842412.4,21.163,0.07923050714373425,2547549969.286018
TXT,17550348776.489998,45.178,0.07667181375460269,2215680198.326619
TMO,191960518584.87,142.061,-0.014231306849259566,
TJX,175709208441.84998,8.428,0.06730090429286988,74774560987.18556
TKO,16662089065.44,48.423,0.0007247016899488675,584230634.2027549
TTD,11052005168.1,5.365,0.2502234239991229,7962106244.175209
TSCO,27984254391.2,4.898,0.06718805557287859,
TT,103388559463.6,38.737,0.06323616274625621,10241887601.001627
TDG,75616971385.74,-164.367,-0.10462753068084109,-2548565101.267286
TRV,65937423456.86,151.237,0.07897799367815661,5435839113.444462
TRMB,16088215450.44,24.584,-0.0053463042361598856,1938659290.5955095
TFC,66052430400.0,47.742,-0.007794915092771258,
TYL,13640220053.279999,85.87,0.1076305904445114,348813322.46419007
TSN,18012987709.46,51.19,-0.011913746630727763,2815002930.259816
USB,91216300000.0,37.547,0.02234694969487152,
UBER,152012446504.38,13.077,0.20603387713683552,42555632025.69396
UDR,12201909045.480001,9.886,-0.04182237571309922,2861430305.482501
ULTA,30294483637.079998,59.166,0.051635085336264465,2668189500.726769
UNP,157901467506.0,31.129,0.02928450121834158,31629670082.55967
UAL,36557340259.57,47.244,0.031923653199789424,10524087714.842096
UPS,86262309003.42,19.113,-0.011106877231607321,
URI,57272245419.17,142.133,0.060469410219081775,2795972786.0525002
UNH,262693199800.0,109.989,0.08971942130644454,
UHS,12730815743.49,114.747,0.035950838232647234,1465671433.675826
VLO,61233715049.64,77.879,-0.0461970312103527,
VTR,40818511350.56,26.377,0.053654257589651866,3251029305.8346286
VLTO,23111516872.6,12.5,0.1252415246794309,
VRSN,19798947000.0,-23.441,-0.05730536793458941,-4782219188.601169
VRSK,25435494025.0,2.233,-0.02322438789766611,56153157187.63994
VZ,207687250000.0,24.77,0.011718452091359745,115809446911.5866
VRTX,121148905211.0,73.49,0.13800969236504357,6197305755.885155
VTRS,18336176362.24,13.128,-0.1296956097765568,2965417428.397319
VICI,32160534153.39,25.892,0.02971184122067077,13691232813.224163
V,539547100684.89996,20.034,0.05413126514373988,132554657082.95898
VST,58074688986.0,8.073,0.1457258994115149,50551220116.43751
VMC,40338243987.450005,65.276,0.1759351560942409,2142900913.0461428
WRB,26808248480.0,25.795,0.09045889046601374,
GWW,53591431252.59,78.787,0.08371179575303793,3346998870.3720155
WAB,45149541568.2,65.311,0.180034220938937,2745326208.448806
WMT,980250834902.36,12.497,0.033375726528235054,234840361686.8048
DIS,187037065868.58,61.079,0.006599768625872113,22646081304.54002
WBD,71285242280.0,14.541,-0.14823594581164415,123787910.04745203
WM,92892263722.11,24.793,0.028451544865034668,18581857782.43859
WAT,32696182701.57,43.013,-0.015790210799822083,1948064538.6278565
WEC,37213270082.46,41.829,0.07791359522254362,5175595878.457529
WFC,274315291995.0,53.194,-0.0013573316608606197,37075610031.20653
WELL,145265099220.7,60.487,0.31852207693755,587180716.5175989
WST,17371107501.44,44.111,-0.04859642250946599,1339575162.6578405
WDC,96802107489.43999,20.915,-0.42111790970729285,10184078412.62252
WY,18218411200.0,13.082,0.004656507014997581,3416908729.552056
WSM,25650139565.460003,17.176,0.005320706287304107,8326641825.803447
WMB,89181560000.0,10.452,0.03619814923898379,
WTW,28696045001.35,83.887,-0.04843588862151942,2549858738.5411325
WDAY,29353530000.0,33.633,0.09269389739849258,1483661879.7014837
WYNN,11943548402.73,-3.594,-0.07275248472391445,
XEL,48240068488.15,35.813,0.09294776759936953,
XYL,31344011999.999996,47.107,0.023646971201588877,2273547455.792133
YUM,45242410000.0,-26.444,0.07960199004975124,-9087127514.748148
ZBRA,12564053118.64,72.349,0.06701807228915663,1105751288.891346
ZBH,19570428556.25,64.95,-0.006121812912559485,
ZTS,54361606365.020004,7.839,0.08639460560511343,45885954841.17872
